neighbor__124,neighbor__1421,neighbor__1426
95.5,92.0,45.0
107.25,79.0,49.25
129.25,74.0,54.5
183.5,80.0,61.5
183.0,96.0,74.75
57.0,78.0,67.75
59.25,66.0,66.0
66.0,57.0,67.0
89.75,53.0,51.5
121.5,46.0,51.25
89.0,53.0,58.5
90.5,73.0,79.25
190.0,84.75,117.25
82.5,57.0,83.25
38.0,57.0,75.25
39.0,59.0,64.0
49.5,63.0,62.0
61.5,73.5,78.25
80.5,64.75,60.0
82.5,53.25,48.75
67.0,60.25,55.5
73.25,71.25,78.75
64.0,77.0,110.5
25.25,82.5,118.0
82.5,79.0,119.0
96.5,74.25,118.0
135.25,81.25,107.25
177.0,89.0,110.0
121.0,95.75,113.25
90.5,83.75,111.5
58.75,75.25,109.0
127.25,70.0,136.75
148.5,73.5,105.0
175.75,84.25,137.25
235.0,88.75,144.75
183.0,100.5,175.25
135.0,97.25,175.0
54.0,82.25,145.25
100.25,77.75,126.75
114.25,79.25,106.5
140.0,81.5,112.25
193.25,99.25,126.25
170.0,114.25,164.0
185.0,129.5,192.75
286.5,160.0,227.5
215.5,173.0,264.75
326.5,170.0,267.25
307.0,175.25,237.75
309.25,167.5,201.25
346.75,168.25,206.75
223.25,130.5,211.25
155.25,132.5,186.5
54.5,120.0,190.0
136.5,133.5,150.75
160.75,138.0,110.25
160.75,122.25,71.0
158.75,73.25,73.0
116.75,65.25,82.5
102.5,52.25,64.75
80.0,36.75,55.25
18.0,32.0,38.25
21.75,27.25,35.5
44.75,23.25,24.75
97.5,29.25,24.0
150.0,36.5,32.25
113.0,40.0,55.75
103.25,48.5,48.5
74.0,55.25,44.5
44.0,52.5,64.5
56.5,52.75,67.75
94.0,56.25,99.75
88.25,51.0,154.75
140.25,49.25,74.75
80.75,60.75,69.25
74.0,72.0,72.0
56.0,72.5,67.0
56.0,75.0,58.75
155.0,81.5,57.5
158.5,88.5,78.25
153.25,75.75,92.25
106.0,64.5,92.0
18.0,53.0,41.0
24.5,45.75,47.75
33.0,42.5,40.5
62.5,44.0,43.0
119.75,45.5,54.5
77.0,53.5,55.0
78.5,66.5,64.25
89.75,81.25,78.0
55.0,103.5,98.0
143.5,107.75,129.5
182.25,123.5,148.75
206.75,146.0,138.25
207.0,144.75,123.5
145.75,115.75,102.25
102.0,96.5,94.0
21.5,89.75,64.5
87.5,75.0,53.0
92.75,74.0,48.0
111.75,63.0,69.75
150.75,62.5,70.5
117.0,53.0,64.25
80.5,55.0,58.75
67.0,52.0,55.25
41.0,50.0,43.0
40.5,44.0,30.75
39.75,41.75,28.0
113.75,93.25,74.25
104.75,82.0,78.0
130.0,52.25,71.75
91.0,39.25,47.5
41.0,25.0,30.25
41.0,26.25,26.0
16.0,28.25,21.0
16.0,23.0,22.75
119.0,22.75,20.75
113.0,24.25,22.75
89.25,31.5,26.75
72.0,35.25,46.0
57.0,66.0,63.25
67.75,77.25,75.75
104.25,75.75,107.25
117.0,80.75,130.5
150.0,85.5,142.5
234.0,134.25,140.0
234.0,172.75,136.5
99.0,160.0,132.0
102.25,124.75,110.5
118.0,97.5,101.0
152.5,91.0,94.0
202.0,91.75,94.0
112.0,83.0,89.0
108.25,77.75,68.5
97.0,76.0,49.5
41.0,36.25,38.5
39.25,26.5,31.0
56.0,24.0,32.5
114.25,31.0,35.0
86.25,37.25,43.0
72.0,51.25,65.0
182.0,75.25,126.5
132.0,87.75,116.0
19.25,145.75,108.0
98.5,131.5,108.0
163.0,126.5,121.5
194.0,147.5,144.5
170.75,118.75,98.0
101.0,94.25,60.0
91.0,81.5,65.0
88.5,54.5,52.0
93.75,43.5,46.0
120.5,48.25,49.0
82.0,37.75,69.5
62.25,32.75,54.0
39.0,33.5,22.5
29.0,25.0,26.5
29.0,33.0,36.0
133.0,102.0,82.0
111.0,68.0,57.0
89.0,61.0,48.5
89.0,72.0,48.0
46.0,67.0,59.0
53.0,61.0,74.5
68.5,50.0,79.0
52.0,61.0,69.5
118.0,25.0,43.0
118.0,23.0,66.0
24.75,42.0,59.0
54.0,51.0,61.0
63.0,55.0,56.5
88.0,55.0,43.0
82.0,83.0,39.5
64.0,70.0,40.0
41.0,57.0,64.5
49.0,63.0,62.0
73.25,79.0,105.0
74.0,86.0,107.5
94.0,68.0,85.0
94.0,66.0,84.5
73.0,64.0,98.5
73.0,59.0,115.0
145.25,89.0,142.0
179.0,116.0,168.5
21.25,31.0,28.0
31.25,23.0,26.5
41.0,27.0,28.5
74.0,27.75,39.5
74.0,39.25,49.0
173.0,83.5,98.0
173.0,101.0,90.5
111.0,92.25,71.0
111.0,82.0,80.5
196.0,118.5,73.5
206.25,171.0,93.5
